a_year,a_ref,a_District,a_type,a_veh,a_cas,a_wkday,a_day,a_month,a_hour,a_min,a_gd1,a_gd2,a_ctype,a_speed,a_jdet,a_jcont,a_pedhum,a_pedphys,a_light,a_weat,a_roadsc,a_speccs,a_chaz,a_scene
2017,4555,BELC,3,2,3,SAT,7,10,12,40,338449,373054,13,30, , , , , , , , , , 
2017,4556,CCGL,3,2,2,SAT,7,10,13,45,284672,431262,13,30, , , , , , , , , , 
2017,4557,BELC,3,2,1,SAT,7,10,14,41,327564,369958,13,30, , , , , , , , , , 
2017,4558,ANTN,3,2,1,SAT,7,10,14,50,333230,381906,13,30, , , , , , , , , , 
2017,4559,BELC,3,2,3,SAT,7,10,15,15,331993,372696,13,30, , , , , , , , , , 
2017,4560,ARBC,3,2,2,SAT,7,10,16,19,304587,356619,13,30, , , , , , , , , , 
2017,4561,ANTN,3,2,6,SAT,7,10,16,47,333957,381028,13,30, , , , , , , , , , 
2017,4562,CCGL,3,2,1,SAT,7,10,17,0,284001,432797,1,30, , , , , , , , , , 
2017,4563,BELC,3,2,1,SAT,7,10,17,0,336312,374243,13,30, , , , , , , , , , 
2017,4564,NEMD,3,2,1,SAT,7,10,18,50,337714,331231,2,30, , , , , , , , , , 
2017,4565,ARBC,3,1,3,SAT,7,10,17,30,279605,331521,13,60, , , , , , , , , , 
2017,4566,DCST,3,2,2,SAT,7,10,20,26,254820,407432,13,60, , , , , , , , , , 
2017,4567,BELC,3,1,1,SAT,7,10,20,20,336248,377977,13,40, , , , , , , , , , 
2017,4568,NEMD,3,2,4,SAT,7,10,22,22,308473,325938,13,30, , , , , , , , , , 
2017,4569,ANTN,3,1,1,SAT,7,10,23,10,330892,388246,1,70, , , , , , , , , , 
2017,4570,FERO,1,1,3,SAT,7,10,23,40,229513,326993,13,60,1,1,1,1,6,1,1,1,1,1
2017,4571,MIDU,3,1,1,SUN,8,10,1,42,285774,405162,13,60, , , , , , , , , , 
2017,4572,MEAN,3,1,3,SUN,8,10,2,2,305388,401082,13,60, , , , , , , , , , 
2017,4573,ARBC,3,1,1,SUN,8,10,1,30,307848,358780,13,30, , , , , , , , , , 
2017,4574,CCGL,2,1,2,SUN,8,10,3,47,275213,436066,13,60,10,7,1,1,4,1,2,1,1,1
2017,4575,ARBC,3,1,1,SUN,8,10,3,50,309153,360512,13,40, , , , , , , , , , 
2017,4576,NEMD,3,3,2,SUN,8,10,11,7,306010,334070,13,60, , , , , , , , , , 
2017,4577,LISC,3,2,1,SUN,8,10,13,30,323765,364438,13,50, , , , , , , , , , 
2017,4578,ANTN,3,2,1,FRI,6,10,9,0,334456,384289,13,30, , , , , , , , , , 
2017,4579,BELC,3,2,2,SUN,8,10,15,10,328376,370937,13,30, , , , , , , , , , 
2017,4580,BELC,3,2,2,SUN,8,10,15,31,330676,371745,13,30, , , , , , , , , , 
2017,4581,BELC,3,1,1,THU,5,10,20,15,333233,376790,13,30, , , , , , , , , , 
2017,4582,ANTN,3,2,1,SUN,8,10,17,50,335875,382833,13,40, , , , , , , , , , 
2017,4583,NEMD,3,1,1,SUN,8,10,13,30,334577,350587,13,60, , , , , , , , , , 
2017,4584,ARBC,3,8,2,SUN,8,10,19,30,301921,358721,12,70, , , , , , , , , , 
2017,4585,MEAN,2,1,1,SUN,8,10,19,31,332763,395666,11,70,1,1,1,1,6,1,1,1,1,1
2017,4586,ARND,3,2,1,SUN,8,10,21,9,352806,381225,13,30, , , , , , , , , , 
2017,4587,MIDU,3,1,1,SUN,8,10,21,41,278879,360886,13,60, , , , , , , , , , 
2017,4588,CCGL,3,1,1,SUN,8,10,23,0,305217,418530,1,60, , , , , , , , , , 
2017,4589,ARBC,2,1,1,MON,9,10,0,30,299617,348758,13,30,12,7,1,1,6,1,2,1,1,1
2017,4590,BELC,3,2,2,MON,9,10,6,40,326516,374150,13,60, , , , , , , , , , 
2017,4591,ANTN,3,2,1,MON,9,10,8,0,328570,387364,13,30, , , , , , , , , , 
2017,4592,ARND,3,3,3,MON,9,10,8,35,350936,379275,13,30, , , , , , , , , , 
2017,4593,LISC,3,2,2,MON,9,10,8,55,325508,364827,13,50, , , , , , , , , , 
2017,4594,NEMD,3,2,1,MON,9,10,11,15,336587,352390,2,30, , , , , , , , , , 
2017,4595,LISC,3,1,1,MON,9,10,14,10,328075,364116,12,70, , , , , , , , , , 
2017,4596,DCST,3,2,2,MON,9,10,14,11,243472,419015,13,30, , , , , , , , , , 
2017,4597,NEMD,3,2,1,MON,9,10,13,10,308300,326208,13,30, , , , , , , , , , 
2017,4598,LISC,3,2,1,MON,9,10,15,0,327382,365833,13,30, , , , , , , , , , 
2017,4599,LISC,3,2,2,MON,9,10,17,35,326426,364285,13,30, , , , , , , , , , 
2017,4600,DCST,3,2,1,MON,9,10,20,29,234555,397010,13,30, , , , , , , , , , 
2017,4601,MIDU,3,1,3,MON,9,10,20,58,282131,364694,13,60, , , , , , , , , , 
2017,4602,BELC,3,2,1,MON,9,10,17,30,331357,371296,13,30, , , , , , , , , , 
2017,4603,ARBC,3,2,1,MON,9,10,17,16,302537,347292,13,60, , , , , , , , , , 
2017,4604,BELC,3,2,1,MON,9,10,17,30,332194,376683,13,30, , , , , , , , , , 
2017,4605,BELC,3,1,2,SAT,7,10,19,0,330646,371776,13,40, , , , , , , , , , 
2017,4606,ANTN,3,2,2,TUE,10,10,7,40,335354,382347,11,30, , , , , , , , , , 
2017,4607,NEMD,3,2,1,TUE,10,10,12,50,311437,320450,11,70, , , , , , , , , , 
2017,4608,DCST,3,2,3,TUE,10,10,13,9,243184,417606,13,30, , , , , , , , , , 
2017,4609,LISC,3,2,1,TUE,10,10,13,19,328340,365854,13,60, , , , , , , , , , 
2017,4610,MEAN,3,1,1,TUE,10,10,13,41,312234,405520,13,60, , , , , , , , , , 
2017,4611,MIDU,3,3,1,TUE,10,10,15,59,279270,365132,13,60, , , , , , , , , , 
2017,4612,ANTN,3,2,1,TUE,10,10,16,13,333242,381954,1,30, , , , , , , , , , 
2017,4613,FERO,2,3,4,TUE,10,10,16,28,226712,341214,13,60,1,1,1,1,3,1,9,1,1,1
2017,4614,MEAN,1,2,4,TUE,10,10,17,0,311691,398697,11,70,9,7,1,1,1,1,2,1,1,1
2017,4615,FERO,3,2,1,TUE,10,10,18,24,224753,358685,13,40, , , , , , , , , , 
2017,4616,FERO,3,1,1,TUE,10,10,22,20,230236,326800,13,60, , , , , , , , , , 
2017,4617,ANTN,3,2,1,WED,11,10,7,0,331023,385867,11,70, , , , , , , , , , 
2017,4618,ARBC,3,2,1,WED,11,10,9,9,301968,354186,13,30, , , , , , , , , , 
2017,4619,ARBC,3,1,1,WED,11,10,10,6,319174,339534,13,60, , , , , , , , , , 
2017,4620,FERO,3,2,1,WED,11,10,10,27,222113,365302,13,30, , , , , , , , , , 
2017,4621,DCST,3,3,1,WED,11,10,10,38,243110,417256,13,30, , , , , , , , , , 
2017,4622,CCGL,3,2,2,WED,11,10,11,45,284446,417630,13,60, , , , , , , , , , 
2017,4623,ANTN,3,2,3,WED,11,10,12,30,334463,380714,2,30, , , , , , , , , , 
2017,4624,BELC,3,2,1,WED,11,10,12,35,336310,374242,13,30, , , , , , , , , , 
2017,4625,NEMD,3,2,1,WED,11,10,13,13,345351,352157,13,30, , , , , , , , , , 
2017,4626,MEAN,3,2,1,WED,11,10,14,0,347071,392654,13,30, , , , , , , , , , 
2017,4627,BELC,3,2,1,WED,11,10,14,40,337623,373991,13,30, , , , , , , , , , 
2017,4628,BELC,3,2,1,WED,11,10,15,10,329793,369835,12,70, , , , , , , , , , 
2017,4629,DCST,3,1,1,WED,11,10,15,21,233096,394896,13,60, , , , , , , , , , 
2017,4630,LISC,3,1,1,WED,11,10,15,59,324574,372202,13,60, , , , , , , , , , 
2017,4631,CCGL,3,2,1,WED,11,10,16,22,301278,431144,13,60, , , , , , , , , , 
2017,4632,DCST,3,2,2,WED,11,10,19,5,242248,419219,13,30, , , , , , , , , , 
2017,4633,ARND,3,2,2,WED,11,10,19,25,349462,373877,11,30, , , , , , , , , , 
2017,4634,ANTN,3,4,1,WED,11,10,18,0,316266,385835,13,40, , , , , , , , , , 
2017,4635,BELC,3,2,2,THU,12,10,7,35,331330,371238,13,30, , , , , , , , , , 
2017,4636,BELC,3,2,1,THU,12,10,7,50,333658,375228,11,50, , , , , , , , , , 
2017,4637,ARND,3,2,1,THU,12,10,8,30,350037,379987,11,30, , , , , , , , , , 
2017,4638,MIDU,3,1,1,THU,12,10,9,24,292975,408298,13,60, , , , , , , , , , 
2017,4639,LISC,3,2,1,THU,12,10,9,58,329271,365861,12,70, , , , , , , , , , 
2017,4640,BELC,3,3,3,THU,12,10,10,21,334013,375102,2,30, , , , , , , , , , 
2017,4641,BELC,3,2,1,THU,12,10,8,50,332049,373027,13,30, , , , , , , , , , 
2017,4642,ARND,3,1,1,THU,12,10,11,0,357894,367853,13,60, , , , , , , , , , 
2017,4643,ANTN,3,2,1,THU,12,10,12,0,314690,387173,13,30, , , , , , , , , , 
2017,4644,BELC,3,2,1,THU,12,10,13,25,333426,375159,13,30, , , , , , , , , , 
2017,4645,FERO,3,1,1,THU,12,10,15,56,225302,345098,13,30, , , , , , , , , , 
2017,4646,BELC,3,2,1,THU,12,10,15,35,334366,372636,13,30, , , , , , , , , , 
2017,4647,LISC,3,2,1,THU,12,10,16,15,333098,367163,13,60, , , , , , , , , , 
2017,4648,BELC,3,2,1,THU,12,10,17,40,332020,372767,13,30, , , , , , , , , , 
2017,4649,LISC,3,1,1,THU,12,10,17,50,315599,361491,12,70, , , , , , , , , , 
2017,4650,NEMD,3,1,1,THU,12,10,19,25,332325,321142,13,60, , , , , , , , , , 
2017,4651,DCST,3,2,1,THU,12,10,18,15,242346,415939,13,30, , , , , , , , , , 
2017,4652,ARBC,3,2,2,THU,12,10,20,0,316440,348485,11,70, , , , , , , , , , 
2017,4653,DCST,3,3,2,THU,12,10,20,10,243203,418069,13,30, , , , , , , , , , 
2017,4654,ARBC,2,2,1,THU,12,10,22,16,299847,354863,1,30,2,7,1,1,4,1,1,1,1,1
2017,4655,BELC,3,2,3,THU,12,10,22,20,334054,375220,13,30, , , , , , , , , , 
2017,4656,ARBC,3,1,1,FRI,13,10,4,8,302020,355008,13,30, , , , , , , , , , 
2017,4657,BELC,3,3,1,FRI,13,10,8,50,334497,374702,12,50, , , , , , , , , , 
2017,4658,BELC,3,4,2,FRI,13,10,9,30,332156,373263,11,50, , , , , , , , , , 
2017,4659,LISC,3,1,1,FRI,13,10,9,30,324611,367000,13,60, , , , , , , , , , 
2017,4660,CCGL,3,2,1,FRI,13,10,10,40,293471,428916,13,60, , , , , , , , , , 
2017,4661,BELC,3,2,1,FRI,13,10,8,45,329367,368924,13,30, , , , , , , , , , 
2017,4662,BELC,3,2,1,FRI,13,10,11,35,330099,372213,1,30, , , , , , , , , , 
2017,4663,BELC,3,1,1,FRI,13,10,12,15,332375,371758,13,30, , , , , , , , , , 
2017,4664,ANTN,3,2,1,FRI,13,10,13,35,314349,388266,13,40, , , , , , , , , , 
2017,4665,LISC,3,3,1,FRI,13,10,14,49,342282,373129,13,30, , , , , , , , , , 
2017,4666,ANTN,3,2,1,FRI,13,10,15,15,299574,390235,13,40, , , , , , , , , , 
2017,4667,CCGL,3,4,1,FRI,13,10,15,49,267969,409318,13,60, , , , , , , , , , 
2017,4668,ARBC,3,1,1,FRI,13,10,16,8,308038,358601,13,30, , , , , , , , , , 
2017,4669,LISC,3,2,3,FRI,13,10,16,30,315939,361246,1,30, , , , , , , , , , 
2017,4670,FERO,3,2,1,FRI,13,10,17,8,245234,373100,13,30, , , , , , , , , , 
2017,4671,ARND,3,2,2,FRI,13,10,17,19,350642,362423,13,60, , , , , , , , , , 
2017,4672,FERO,3,2,1,FRI,13,10,18,16,250758,362382,13,60, , , , , , , , , , 
2017,4673,BELC,3,1,1,FRI,13,10,18,45,334392,372539,13,30, , , , , , , , , , 
2017,4674,BELC,3,8,3,FRI,13,10,18,49,329782,369569,14,30, , , , , , , , , , 
2017,4675,MIDU,3,2,1,FRI,13,10,19,0,262762,357166,13,60, , , , , , , , , , 
2017,4676,ANTN,3,1,1,FRI,13,10,19,35,331498,383033,13,30, , , , , , , , , , 
2017,4677,FERO,3,2,3,SAT,14,10,1,23,247988,363776,13,60, , , , , , , , , , 
2017,4678,MEAN,3,1,1,SAT,14,10,2,39,340107,403844,13,30, , , , , , , , , , 
2017,4679,MEAN,2,2,1,SAT,14,10,7,0,319238,408328,13,60,10,7,1,1,7,10,1,1,3,1
2017,4680,ANTN,3,2,1,SAT,14,10,9,30,312868,393771,11,70, , , , , , , , , , 
2017,4681,MEAN,3,2,1,SAT,14,10,9,40,311849,410117,13,60, , , , , , , , , , 
2017,4682,ARBC,3,2,1,SAT,14,10,12,0,301134,353846,13,30, , , , , , , , , , 
2017,4683,BELC,2,1,1,SAT,14,10,12,30,329785,372763,13,30,1,1,1,1,2,10,2,1,3,1
2017,4684,DCST,3,2,1,SAT,14,10,12,39,247416,391343,13,60, , , , , , , , , , 
2017,4685,BELC,3,2,2,SAT,14,10,13,50,334698,374481,13,30, , , , , , , , , , 
2017,4686,LISC,3,1,1,SAT,14,10,15,4,339951,368748,13,60, , , , , , , , , , 
2017,4687,MEAN,3,3,1,SAT,14,10,16,41,311725,401071,13,60, , , , , , , , , , 
2017,4688,ARBC,2,3,5,SAT,14,10,17,8,304096,357208,13,60,1,1,1,1,5,1,9,1,1,1
2017,4689,BELC,3,2,1,SAT,14,10,17,11,334145,377402,13,30, , , , , , , , , , 
2017,4690,FERO,3,2,1,SAT,14,10,18,30,250804,368831,13,60, , , , , , , , , , 
2017,4691,ARBC,3,1,1,SAT,14,10,19,43,319964,342652,13,60, , , , , , , , , , 
2017,4692,MIDU,3,4,4,SAT,14,10,20,9,290512,391305,13,60, , , , , , , , , , 
2017,4693,LISC,3,1,1,SAT,14,10,20,10,329079,350437,13,60, , , , , , , , , , 
2017,4694,ANTN,3,1,1,SAT,14,10,19,45,329854,382669,13,30, , , , , , , , , , 
2017,4695,BELC,3,2,3,SAT,14,10,20,40,337875,373722,13,30, , , , , , , , , , 
2017,4696,DCST,3,1,1,SUN,15,10,1,30,243890,416004,13,30, , , , , , , , , , 
2017,4697,DCST,3,2,1,SUN,15,10,2,4,240710,421105,13,60, , , , , , , , , , 
2017,4698,DCST,2,2,1,SUN,15,10,10,20,243299,417257,13,30,6,4,1,1,1,1,1,1,1,1
2017,4699,ARBC,3,1,1,SUN,15,10,10,45,315143,345229,13,60, , , , , , , , , , 
2017,4700,LISC,3,2,8,SUN,15,10,12,18,315653,372879,13,60, , , , , , , , , , 
2017,4701,BELC,3,2,2,SUN,15,10,15,37,329527,373122,11,50, , , , , , , , , , 
2017,4702,BELC,3,2,1,SUN,15,10,16,47,334182,373977,13,30, , , , , , , , , , 
2017,4703,FERO,2,1,2,SUN,15,10,17,37,242947,362658,13,60,1,1,1,1,2,1,1,1,1,1
2017,4704,NEMD,3,2,1,SUN,15,10,18,0,308649,326719,13,30, , , , , , , , , , 
2017,4705,BELC,3,2,1,MON,16,10,9,55,332305,373100,13,30, , , , , , , , , , 
2017,4706,BELC,2,2,1,SAT,14,10,11,0,333551,374833,13,30,12,7,1,1,3,10,10,1,1,2
2017,4707,BELC,3,2,2,MON,16,10,10,55,333770,373631,13,30, , , , , , , , , , 
2017,4708,ARBC,3,2,2,MON,16,10,11,55,306236,357686,13,60, , , , , , , , , , 
2017,4709,ANTN,3,2,1,MON,16,10,14,15,327926,384741,12,70, , , , , , , , , , 
2017,4710,MIDU,3,2,1,MON,16,10,15,10,286558,378219,13,60, , , , , , , , , , 
2017,4711,FERO,3,1,1,MON,16,10,15,17,239736,329128,13,60, , , , , , , , , , 
2017,4712,LISC,3,1,3,MON,16,10,15,49,329428,360696,13,60, , , , , , , , , , 
2017,4713,NEMD,3,2,1,MON,16,10,18,20,306364,320480,13,60, , , , , , , , , , 
2017,4714,BELC,3,2,1,MON,16,10,20,30,331924,375177,13,30, , , , , , , , , , 
2017,4715,LISC,3,3,1,TUE,17,10,7,15,327949,364000,12,70, , , , , , , , , , 
2017,4716,BELC,3,3,1,TUE,17,10,8,30,330822,371423,13,30, , , , , , , , , , 
2017,4717,MEAN,3,2,2,TUE,17,10,8,41,310966,400883,13,30, , , , , , , , , , 
2017,4718,NEMD,2,1,1,TUE,17,10,11,20,308541,327189,13,30,12,7,1,1,1,1,1,1,1,1
2017,4719,ARND,3,2,1,TUE,17,10,12,15,347134,362502,13,60, , , , , , , , , , 
2017,4720,BELC,3,1,1,TUE,17,10,12,47,334155,376000,13,30, , , , , , , , , , 
2017,4721,CCGL,3,2,1,TUE,17,10,13,46,254073,421339,1,60, , , , , , , , , , 
2017,4722,ANTN,3,2,1,TUE,17,10,13,47,334861,381498,13,30, , , , , , , , , , 
2017,4723,MIDU,3,2,1,TUE,17,10,13,57,281029,378537,13,30, , , , , , , , , , 
2017,4724,MIDU,3,2,2,TUE,17,10,14,27,286650,373364,13,60, , , , , , , , , , 
2017,4725,BELC,3,2,2,TUE,17,10,14,40,336552,372847,13,30, , , , , , , , , , 
2017,4726,ARBC,3,2,1,TUE,17,10,17,15,303326,356699,13,60, , , , , , , , , , 
2017,4727,LISC,3,1,1,TUE,17,10,20,45,325845,364097,13,30, , , , , , , , , , 
2017,4728,FERO,3,1,1,WED,18,10,6,15,229835,361340,13,60, , , , , , , , , , 
2017,4729,ANTN,3,2,2,WED,18,10,7,30,314197,390024,12,70, , , , , , , , , , 
2017,4730,BELC,3,2,1,WED,18,10,9,0,332030,373023,13,30, , , , , , , , , , 
2017,4731,DCST,3,2,1,WED,18,10,9,19,245818,416867,13,60, , , , , , , , , , 
2017,4732,MIDU,2,2,1,WED,18,10,9,15,280788,401241,13,60,1,1,1,1,3,7,1,1,1,1
2017,4733,LISC,3,2,1,WED,18,10,10,5,316448,362968,13,60, , , , , , , , , , 
2017,4734,BELC,3,2,1,WED,18,10,6,30,332374,371757,13,30, , , , , , , , , , 
2017,4735,ARND,3,2,1,WED,18,10,12,20,348884,373163,13,30, , , , , , , , , , 
2017,4736,LISC,3,2,1,WED,18,10,7,30,329355,366108,12,70, , , , , , , , , , 
2017,4737,BELC,3,2,1,WED,18,10,9,15,328949,369537,11,60, , , , , , , , , , 
2017,4738,DCST,3,1,1,WED,18,10,13,30,243916,418626,13,30, , , , , , , , , , 
2017,4739,ARBC,2,1,1,WED,18,10,16,36,312150,347006,13,40,12,7,1,9,1,1,1,1,1,1
2017,4740,ANTN,2,1,1,WED,18,10,16,40,331714,382337,13,30,1,1,1,1,1,1,1,1,1,1
2017,4741,BELC,3,2,2,WED,18,10,17,0,333951,375144,11,50, , , , , , , , , , 
2017,4742,LISC,3,2,2,WED,18,10,17,30,341944,374024,13,30, , , , , , , , , , 
2017,4743,BELC,3,2,2,WED,18,10,16,30,333217,376145,13,30, , , , , , , , , , 
2017,4744,ARND,3,2,1,WED,18,10,17,45,345558,372094,13,60, , , , , , , , , , 
2017,4745,ARBC,3,3,2,WED,18,10,17,59,306515,346420,13,60, , , , , , , , , , 
2017,4746,BELC,3,2,2,WED,18,10,18,10,337457,372151,13,30, , , , , , , , , , 
2017,4747,BELC,3,2,1,WED,18,10,18,30,333523,374016,13,30, , , , , , , , , , 
2017,4748,FERO,3,1,2,WED,18,10,19,0,245344,373553,13,30, , , , , , , , , , 
2017,4749,ARBC,3,2,1,WED,11,10,14,25,288241,361194,12,70, , , , , , , , , , 
2017,4750,ANTN,2,3,2,WED,18,10,19,10,316353,387523,13,40,12,7,1,1,4,1,2,1,1,1
2017,4751,LISC,3,1,2,WED,18,10,20,49,324406,362814,13,60, , , , , , , , , , 
2017,4752,MIDU,3,1,1,THU,19,10,7,12,288435,399565,13,60, , , , , , , , , , 
2017,4753,BELC,3,2,1,THU,19,10,8,50,334538,373914,13,30, , , , , , , , , , 
2017,4754,ARND,3,1,1,THU,19,10,11,0,351048,381853,13,30, , , , , , , , , , 
2017,4755,ARBC,3,2,2,THU,19,10,13,27,318987,353534,13,40, , , , , , , , , , 
2017,4756,BELC,3,2,2,THU,19,10,14,0,335002,371899,13,30, , , , , , , , , , 
2017,4757,BELC,3,2,1,THU,19,10,14,20,333148,374176,11,50, , , , , , , , , , 
2017,4758,DCST,3,2,1,THU,19,10,15,37,233912,397833,13,30, , , , , , , , , , 
2017,4759,ARBC,3,2,2,THU,19,10,15,59,287374,346015,1,30, , , , , , , , , , 
2017,4760,ANTN,3,2,1,THU,19,10,16,25,331331,381950,13,40, , , , , , , , , , 
2017,4761,MEAN,3,2,1,THU,19,10,14,30,311909,406810,13,60, , , , , , , , , , 
2017,4762,ARND,3,2,2,THU,19,10,16,50,345233,369564,11,60, , , , , , , , , , 
2017,4763,CCGL,3,2,1,THU,19,10,17,0,283206,433239,13,60, , , , , , , , , , 
2017,4764,ANTN,3,2,1,THU,19,10,18,40,323006,385694,13,30, , , , , , , , , , 
2017,4765,ARBC,3,2,2,THU,19,10,18,40,285695,334003,13,60, , , , , , , , , , 
2017,4766,ARND,3,2,4,THU,19,10,19,0,343662,381115,11,50, , , , , , , , , , 
2017,4767,DCST,3,2,1,THU,19,10,20,20,244205,416196,13,30, , , , , , , , , , 
2017,4768,CCGL,2,2,2,THU,19,10,21,17,268454,422857,13,30,1,1,1,1,4,5,2,1,1,1
2017,4769,ARND,3,1,3,THU,19,10,22,45,349363,360975,13,60, , , , , , , , , , 
2017,4770,BELC,3,1,1,FRI,20,10,0,54,330854,376564,13,30, , , , , , , , , , 
2017,4771,ARBC,3,2,1,FRI,20,10,8,10,312474,356331,13,60, , , , , , , , , , 
2017,4772,ARND,3,3,1,FRI,20,10,9,0,362269,355079,13,60, , , , , , , , , , 
2017,4773,BELC,3,2,2,FRI,20,10,9,30,329646,373233,13,30, , , , , , , , , , 
2017,4774,BELC,3,1,1,FRI,20,10,8,10,331321,374472,13,30, , , , , , , , , , 
2017,4775,BELC,3,3,1,FRI,20,10,13,35,330391,369951,13,30, , , , , , , , , , 
2017,4776,NEMD,3,1,3,FRI,20,10,14,55,323117,314899,13,40, , , , , , , , , , 
2017,4777,ARBC,2,2,3,FRI,20,10,15,55,302638,355181,13,40,6,3,1,11,1,1,2,1,1,1
2017,4778,NEMD,3,2,1,FRI,20,10,16,7,315615,327204,13,30, , , , , , , , , , 
2017,4779,ARBC,3,2,1,FRI,20,10,17,20,310081,361788,12,70, , , , , , , , , , 
2017,4780,NEMD,3,2,1,FRI,20,10,18,6,328248,312592,13,60, , , , , , , , , , 
2017,4781,ARND,3,2,1,FRI,20,10,19,0,340361,379559,11,40, , , , , , , , , , 
2017,4782,BELC,3,2,1,FRI,20,10,17,30,329789,369809,12,70, , , , , , , , , , 
2017,4783,FERO,3,2,2,FRI,20,10,19,18,256112,360373,13,50, , , , , , , , , , 
2017,4784,MEAN,3,2,3,FRI,20,10,19,30,343583,389099,13,30, , , , , , , , , , 
2017,4785,ARBC,3,2,3,FRI,20,10,19,54,288226,345358,13,30, , , , , , , , , , 
2017,4786,MEAN,3,2,1,FRI,20,10,19,55,341036,387226,13,30, , , , , , , , , , 
2017,4787,ARBC,3,2,1,FRI,20,10,20,34,298866,351440,13,60, , , , , , , , , , 
2017,4788,DCST,3,2,1,FRI,20,10,19,45,247943,419891,13,60, , , , , , , , , , 
2017,4789,MIDU,3,2,1,FRI,20,10,21,49,281201,376914,13,30, , , , , , , , , , 
2017,4790,MIDU,3,1,2,FRI,20,10,21,56,263543,357518,13,60, , , , , , , , , , 
2017,4791,DCST,3,2,1,FRI,20,10,22,0,233925,398129,13,40, , , , , , , , , , 
2017,4792,FERO,3,2,1,FRI,20,10,22,11,246439,373054,13,30, , , , , , , , , , 
2017,4793,ARND,3,1,2,SAT,21,10,4,5,343304,359602,13,60, , , , , , , , , , 
2017,4794,BELC,3,2,2,SAT,21,10,11,55,329527,373121,13,30, , , , , , , , , , 
2017,4795,BELC,3,2,1,FRI,20,10,14,0,329488,369040,13,30, , , , , , , , , , 
2017,4796,NEMD,2,1,1,SAT,21,10,12,20,336851,354558,13,60,1,1,1,1,2,1,2,1,1,1
2017,4797,ANTN,3,1,1,SAT,21,10,12,26,316427,384493,13,40, , , , , , , , , , 
2017,4798,NEMD,3,2,1,SAT,21,10,13,29,291108,315137,13,30, , , , , , , , , , 
2017,4799,ANTN,3,2,3,SAT,21,10,13,30,309527,389870,13,40, , , , , , , , , , 
2017,4800,MIDU,3,2,1,SAT,21,10,13,0,281282,361850,13,30, , , , , , , , , , 
2017,4801,NEMD,3,2,2,SAT,21,10,15,57,327012,333017,13,60, , , , , , , , , , 
2017,4802,BELC,3,2,1,SAT,21,10,16,56,328340,370321,13,30, , , , , , , , , , 
2017,4803,ANTN,3,2,1,SAT,21,10,17,30,307759,389806,13,30, , , , , , , , , , 
2017,4804,FERO,3,2,1,SAT,21,10,13,0,225590,344676,13,50, , , , , , , , , , 
2017,4805,BELC,3,2,1,SUN,22,10,1,14,333490,374518,2,30, , , , , , , , , , 
2017,4806,LISC,3,1,1,SUN,22,10,2,13,337272,364955,13,60, , , , , , , , , , 
2017,4807,BELC,3,2,1,SUN,22,10,9,34,334358,374361,13,30, , , , , , , , , , 
2017,4808,FERO,3,2,1,SUN,22,10,16,58,237865,338714,13,60, , , , , , , , , , 
2017,4809,CCGL,3,2,4,SUN,22,10,17,0,287764,430499,13,60, , , , , , , , , , 
2017,4810,ARND,3,2,3,SUN,22,10,17,11,362237,355371,13,60, , , , , , , , , , 
2017,4811,BELC,3,2,1,SUN,22,10,20,30,333331,372193,13,30, , , , , , , , , , 
2017,4812,NEMD,3,1,1,SUN,22,10,22,30,309814,327869,13,60, , , , , , , , , , 
2017,4813,NEMD,3,2,1,MON,23,10,8,25,302241,313861,13,60, , , , , , , , , , 
2017,4814,BELC,3,2,1,MON,23,10,9,39,332508,370586,13,30, , , , , , , , , , 
2017,4815,ARBC,3,2,2,MON,23,10,11,2,305516,356623,13,40, , , , , , , , , , 
2017,4816,MEAN,3,2,2,MON,23,10,11,30,341526,388852,13,30, , , , , , , , , , 
2017,4817,BELC,3,1,1,MON,23,10,12,23,332315,374807,13,30, , , , , , , , , , 
2017,4818,BELC,3,2,1,MON,23,10,12,59,334225,374127,2,30, , , , , , , , , , 
2017,4819,ARND,3,1,1,MON,23,10,13,10,350481,381576,13,30, , , , , , , , , , 
2017,4820,MIDU,3,2,1,MON,23,10,15,57,282682,365457,13,40, , , , , , , , , , 
2017,4821,LISC,3,2,1,MON,23,10,17,24,322897,371085,13,60, , , , , , , , , , 
2017,4822,BELC,3,1,1,MON,23,10,19,9,337534,373998,13,30, , , , , , , , , , 
2017,4823,ARBC,3,1,2,MON,23,10,19,30,299953,353794,13,30, , , , , , , , , , 
2017,4824,ANTN,3,2,2,MON,23,10,19,42,319374,387606,12,70, , , , , , , , , , 
2017,4825,BELC,3,2,2,MON,23,10,19,40,331552,373551,13,30, , , , , , , , , , 
2017,4826,BELC,3,2,1,TUE,24,10,7,0,332857,372447,13,30, , , , , , , , , , 
2017,4827,MIDU,3,3,1,TUE,24,10,7,45,277427,365028,13,60, , , , , , , , , , 
2017,4828,NEMD,3,2,1,TUE,24,10,8,55,306817,329293,13,60, , , , , , , , , , 
2017,4829,BELC,3,2,2,TUE,24,10,9,10,331397,370712,13,30, , , , , , , , , , 
2017,4830,ARND,3,3,1,TUE,24,10,10,4,339739,379319,13,30, , , , , , , , , , 
2017,4831,BELC,3,2,2,TUE,24,10,10,0,334314,374530,2,30, , , , , , , , , , 
2017,4832,LISC,3,2,1,TUE,24,10,10,16,329655,366982,12,70, , , , , , , , , , 
2017,4833,ARND,3,2,1,TUE,24,10,10,56,347945,373848,13,30, , , , , , , , , , 
